label,text
0,proteins-nsubjpass-carried are-auxpass-carried carried-ROOT-carried by-agent-carried ribosomes-pobj-by to-prep-carried the-det-apparatus golgi-compound-apparatus apparatus-pobj-to .-punct-carried lipids-nsubjpass-stored are-auxpass-stored stored-ROOT-stored in-prep-stored the-det-membrane cell-compound-membrane membrane-pobj-in to-aux-sent later-advmod-sent be-auxpass-sent sent-advcl-stored all-advmod-over over-prep-sent the-det-cell cell-pobj-over .-punct-stored stuff-nsubjpass-decomposed that-nsubj-needs needs-relcl-stuff to-aux-obstructed be-auxpass-obstructed obstructed-xcomp-needs from-prep-obstructed the-det-cell cell-pobj-from is-auxpass-decomposed decomposed-ROOT-decomposed by-agent-decomposed the-det-lysosomes lysosomes-pobj-by that-nsubj-travel travel-relcl-lysosomes throughout-prep-travel the-det-cell cell-pobj-throughout .-punct-decomposed
0,"osmosis-ROOT-osmosis ,-punct-osmosis mitosis-conj-osmosis ,-punct-mitosis and-cc-mitosis cytosis-conj-mitosis .-punct-osmosis"
1,osmosious-nsubj-controls controls-ROOT-controls the-det-movement movement-dobj-controls of-prep-movement water-pobj-of across-prep-movement the-det-cell cell-pobj-across .-punct-controls diffusion-nsubj-controls controls-ROOT-controls how-advmod-moved gentic-amod-information information-nsubjpass-moved is-auxpass-moved moved-ccomp-controls to-prep-moved another-det-cell cell-pobj-to .-punct-controls sodium-nsubj-moves potassioum-amod-pump pump-nsubj-moves moves-ROOT-moves sodium-dobj-moves and-cc-sodium potassioum-conj-sodium around-prep-potassioum the-det-cell cell-pobj-around through-prep-potassioum tubes-pobj-through .-punct-moves
0,all-det-cells cells-nsubj-living are-aux-living living-ROOT-living .-punct-living some-det-cells cells-nsubj-make make-ROOT-make other-amod-cells cells-dobj-make .-punct-make
0,transportation-nsubj-move so-mark-move the-det-cell cell-nsubj-move can-aux-move move-ROOT-move particles-dobj-move across-prep-move the-det-membranehomeostacis plasma-compound-membranehomeostacis membranehomeostacis-pobj-across so-mark-do the-det-cell cell-nsubj-do can-aux-do do-advcl-move its-poss-job job-dobj-do normally-advmod-do
0,the-det-membrane membrane-nsubj-is is-ROOT-is permeable-acomp-is which-nsubj-allows allows-relcl-permeable smaller-amod-cells cells-nsubj-go to-aux-go go-ccomp-allows through-advmod-go .-punct-is membranes-nsubj-have have-ROOT-have cells-dobj-have that-nsubj-create create-relcl-cells openings-dobj-create for-prep-openings larger-amod-cells cells-pobj-for .-punct-have
0,anaphase-nsubj-start :-punct-splittelophase cells-nsubj-splittelophase splittelophase-ccomp-start :-punct-start cells-nsubj-start start-ROOT-start to-aux-splitprophase splitprophase-xcomp-start :-punct-start nuclear-compound-membrain membrain-compound-dissapers dissapers-appos-start
0,cell-compound-wall- wall--nsubj-controls controls-ROOT-controls what-nsubj-goes goes-ccomp-controls in-advmod-goes and-cc-goes outcell-intj-membrane- membrane--nsubj-controls also-advmod-controls controls-conj-controls what-nsubj-goes goes-ccomp-controls in-advmod-goes and-cc-goes outnucleus--compound-conrtols conrtols-conj-controls what-dobj-does the-det-cell cell-nsubj-does does-ccomp-conrtols
0,the-det-membrane cell-compound-membrane membrane-nsubj-uses uses-ROOT-uses enzymes-dobj-uses .-punct-uses
0,philanges-nmod-channels and-cc-philanges tiny-compound-structures hairlike-compound-structures structures-conj-philanges on-prep-structures the-det-outside outside-pobj-on of-prep-outside a-det-cell cell-pobj-of that-dobj-gather help-nsubj-gather the-det-cell cell-nsubj-gather gather-relcl-cell food-nmod-sometimes and-nmod-food sometimes-advmod-even even-advmod-channels move.-compound-channels ionic-compound-channels channels-nmod-amounts only-advmod-let let-nmod-amounts in-prep-let certian-pobj-in amounts-ROOT-amounts of-prep-amounts certain-amod-substances substances-pobj-of this-det-controls controls-ROOT-controls the-det-amount amount-appos-controls of-prep-amount protiens-compound-getting getting-pobj-of into-prep-amount the-det-cell. cell.-pobj-into the-det-parts parts-ROOT-parts of-prep-parts a-det-cell cell-pobj-of are-nsubj-held held-ROOT-held together-dobj-held by-prep-held the-det-cytoplasm cytoplasm-pobj-by and-cc-cytoplasm membrane.-conj-cytoplasm this-nsubj-allow does-aux-allow not-neg-allow allow-ROOT-allow for-mark-be foreign-amod-things things-nsubj-be to-aux-be be-ccomp-allow able-acomp-be to-aux-penetrate penetrate-xcomp-able the-det-cell. cell.-dobj-penetrate
0,cell-compound-respiration respiration-ROOT-respiration
0,osmosis-nsubjpass-used is-auxpass-used used-ROOT-used to-aux-move move-xcomp-used molecules-dobj-move across-prep-move the-det-cell cell-poss-membrane 's-case-cell permiable-amod-membrane membrane-pobj-across .-punct-used  -ROOT-  also-advmod-determine the-det-carriers protein-compound-carriers carriers-nsubj-determine to-aux-determine determine-ROOT-determine what-nsubj-move can-aux-move move-ccomp-determine through-prep-move or-cc-through across-conj-through the-det-membrane membrane-pobj-across
0,equilbrium-ROOT-equilbrium of-prep-equilbrium substances-pobj-of from-prep-equilbrium higt-pobj-from to-prep-from low-amod-concertrion concertrion-pobj-to  -amod-diffusion diffusion-appos-equilbrium the-det-excreation excreation-conj-equilbrium of-prep-excreation water-pobj-of and-cc-water waste-conj-water from-prep-excreation the-det-cell cell-pobj-from
0,"three-nummod-processes processes-nsubj-include used-acl-processes by-agent-used cells-pobj-by to-aux-control control-xcomp-used the-det-movement movement-dobj-control of-prep-movement substances-pobj-of across-prep-substances the-det-membrane cell-compound-membrane membrane-pobj-across include-ROOT-include :-punct-include keeping-xcomp-include all-predet-cells the-det-cells healthy-amod-cells cells-dobj-keeping healthy-oprd-keeping ,-punct-keeping getting-auxpass-rid rid-acl-keeping of-prep-rid the-det-cells bad-amod-cells cells-pobj-of ,-punct-rid and-cc-rid maintaining-xcomp-keeping a-det-environment smooth-amod-environment environment-dobj-maintaining .-punct-include"
0,into-ROOT-into and-cc-into out-conj-into of-prep-out the-det-cell cell-pobj-of
0,trna-nsubj-is is-ROOT-is a-det-movement movement-attr-is of-prep-movement a-det-type type-pobj-of of-prep-type cell-pobj-of across-prep-movement the-det-membrane cell-compound-membrane membrane-pobj-across .-punct-is
0,"three-nummod-processes processes-nsubj-are are-ROOT-are when-advmod-are the-det-cell cell-pobj-when usese-amod-cells other-amod-cells cells-appos-cell ,-punct-cell the-det-use use-appos-cell of-prep-use cilai-pobj-of and-cc-cilai flagilia-conj-cilai .-punct-are"
0,"the-det-cells cells-nsubj-use use-ROOT-use active-amod-transport transport-dobj-use ,-punct-transport osmosis-conj-transport ,-punct-osmosis and-cc-osmosis diffusion-conj-osmosis to-aux-control control-xcomp-use the-det-movement movement-dobj-control of-prep-movement substances-pobj-of across-prep-substances the-det-membrane cell-compound-membrane membrane-pobj-across .-punct-use in-prep-thought active-amod-transport transport-pobj-in ,-punct-move the-det-substances substances-nsubj-move move-advmod-thought thought-ROOT-thought the-det-opening opening-nsubj-get (-punct-tubes tubes-appos-opening )-punct-tubes in-prep-opening the-det-membrane cell-compound-membrane membrane-pobj-in to-aux-get get-ccomp-thought into-prep-get the-det-cell cell-pobj-into .-punct-thought they-nsubj-osmosis osmosis-ROOT-osmosis ,-punct-osmosis the-det-substances substances-nsubj-need need-conj-osmosis to-aux-be be-xcomp-need small-acomp-be so-mark-pass they-nsubj-pass can-aux-pass pass-advcl-need through-prep-pass the-det-membrane membrane-pobj-through .-punct-need lastly-advmod-difuse ,-punct-difuse in-prep-difuse diffusion-pobj-in ,-punct-difuse they-nsubj-difuse difuse-ROOT-difuse into-prep-difuse the-det-cell cell-pobj-into .-punct-difuse"
0,replication--ROOT-replication-
0,cells-nsubj-use use-ROOT-use the-det-process process-dobj-use of-prep-process diffusion-pobj-of to-aux-take take-xcomp-use in-prt-take the-det-substances substances-pobj-in .-punct-use the-det-protiens protiens-nsubj-change in-prep-protiens the-det-change plasma-compound-membrane membrane-nsubj-change change-ROOT-change their-poss-shape shape-dobj-change to-aux-carry carry-advcl-change substances-dobj-carry throught-advcl-carry the-det-membrane membrane-dobj-throught and-cc-throught into-conj-throught the-det-cell cell-pobj-into .-punct-change osmosis-nsubj-brings also-advmod-brings brings-ROOT-brings substances-dobj-brings into-prep-brings the-det-cell cell-pobj-into by-prep-brings bringing-pcomp-by them-dobj-bringing in-advmod-bringing through-prep-bringing the-det-water water-pobj-through around-prep-water the-det-cell cell-pobj-around .-punct-brings
0,cillia--nsubj-are these-nsubj-are are-ROOT-are short-amod-hair hair-attr-are like-prep-hair projections-pobj-like that-nsubj-cover cover-relcl-projections the-det-outside outside-dobj-cover of-prep-outside the-det-cell.cell cell.cell-pobj-of membrain--cc-hair a-det-barier barier-conj-hair that-nsubj-lets lets-relcl-barier protiens-dobj-lets and-cc-protiens food-conj-protiens in-prep-lets and-cc-in out-conj-in of-prep-out the-det-cells cells-pobj-of baodycell-compound-wall- wall--nsubj-baier also-advmod-baier a-det-baier baier-conj-barier but-cc-baier on-conj-baier plants-pobj-on it-nsubj-helps helps-ROOT-helps take-xcomp-helps in-prep-take light-pobj-in and-cc-take releses-conj-take excces-compound-water water-dobj-releses .-punct-helps
0,"three-nummod-processes processes-nsubj-being used-acl-processes by-agent-used cells-pobj-by to-aux-control control-xcomp-used the-det-movement movement-dobj-control of-prep-movement substances-pobj-of across-prep-substances the-det-membrane cell-compound-membrane membrane-pobj-across are-aux-being being-ROOT-being selectively-acomp-being or-cc-selectively semi-conj-selectively --punct-permeable permeable-amod-semi ,-punct-permeable osmosis-conj-permeable ,-punct-osmosis and-cc-osmosis diffusion-conj-osmosis .-punct-being"
0,"active-compound-transport transport-ROOT-transport ,-punct-transport inactive-amod-transport transport-appos-transport and-cc-transport escort-compound-transport transport-conj-transport"
0,carries-ROOT-carries protien-dobj-carries
0,homeostasis-ROOT-homeostasis
1,osmosis-nsubj-is is-ROOT-is the-det-movement movement-attr-is of-prep-movement water-pobj-of across-prep-movement the-det-membrane cell-compound-membrane membrane-pobj-across .-punct-is transportation-nsubj-is through-prep-transportation the-det-hols hols-pobj-through of-prep-hols a-det-membrane cell-compound-membrane membrane-pobj-of is-ROOT-is another-attr-is .-punct-is and-cc-is the-det-other other-nsubj-is is-ROOT-is when-advmod-leave they-nsubj-leave leave-advcl-is through-prep-leave lysosomes-pobj-through .-punct-is
0,they-nsubj-carry can-aux-carry carry-ROOT-carry nutrients-dobj-carry across-prt-carry .-punct-carry
0,the-det-cell cell-nsubj-uses uses-ROOT-uses the-det-er er-dobj-uses to-aux-move move-xcomp-uses things-dobj-move throughout-prep-move the-det-cell cell-pobj-throughout .-punct-uses  -ROOT-  it-nsubj-moves moves-ROOT-moves protiens-dobj-moves around-advmod-moves through-prep-moves its-poss-tubes winding-amod-tubes tubes-pobj-through .-punct-moves the-det-cell cell-nsubj-uses uses-ROOT-uses the-det-mrna mrna-dobj-uses to-aux-move move-xcomp-uses information-dobj-move throughout-prep-move the-det-cell cell-pobj-throughout .-punct-uses the-det-cell cell-nsubj-uses uses-ROOT-uses the-det-vacuole vacuole-dobj-uses to-aux-move move-xcomp-uses waste-dobj-move throughout-prep-move the-det-cell cell-pobj-throughout .-punct-uses
0,"the-det-cells cells-nsubj-control control-ROOT-control movement-dobj-control of-prep-movement substances-pobj-of by-prep-control sending-pcomp-by things-dobj-sending into-prep-sending the-det-reticulum endoplasmic-compound-reticulum reticulum-pobj-into and-cc-control once-advmod-inside inside-advmod-moved ,-punct-moved the-det-substances substances-nsubjpass-moved get-auxpass-moved moved-conj-control and-cc-moved exit-conj-moved through-prep-exit the-det-reticulum exoplasmic-amod-reticulum reticulum-pobj-through ,-punct-leave then-advmod-leave they-nsubj-leave leave-dep-control the-det-body body-dobj-leave through-prep-leave digestion-pobj-through .-punct-leave"
0,the-det-movement cells-compound-movement movement-nsubjpass-controlled is-auxpass-controlled controlled-ROOT-controlled by-agent-controlled the-det-membrane cell-compound-membrane membrane-pobj-by .-punct-controlled it-nsubj-controls controls-ROOT-controls what-nsubj-comes comes-ccomp-controls into-prep-comes the-det-cell cell-pobj-into and-cc-comes what-nsubj-leaves leaves-conj-comes the-det-cell cell-dobj-leaves .-punct-controls although-mark-controls the-det-nucleus nucleus-nsubj-controls controls-ROOT-controls the-det-cell cell-dobj-controls and-cc-controls tells-conj-controls it-dobj-tells to-aux-move move-xcomp-tells the-det-membrane membrane-nsubj-does does-conj-tells most-advmod-does of-prep-most the-det-work work-pobj-of .-punct-controls
0,cells-nsubj-use use-ROOT-use diffusion-dobj-use to-aux-transfer transfer-xcomp-use water-dobj-transfer across-prep-transfer the-det-membrane membrane-pobj-across .-punct-use they-nsubj-use also-advmod-use use-ROOT-use protien-compound-holes holes-dobj-use to-aux-move move-xcomp-use the-det-substances larger-amod-substances substances-dobj-move .-punct-use some-det-things things-nsubj-pass that-dobj-move they-nsubj-move move-relcl-things across-advmod-move simply-advmod-pass pass-ROOT-pass through-prep-pass the-det-membrane membrane-pobj-through
0,1-meta-control .-punct-1 the-det-cell cell-nsubj-control can-aux-control control-ROOT-control the-det-cause membrane-nsubj-cause cause-dobj-control its-poss-part part-dobj-cause of-prep-part the-det-cell2 cell2-pobj-of .-punct-control the-det-cell cell-nsubj-control can-aux-control control-ROOT-control the-det-membrane membrane-dobj-control like-mark-do we-nsubj-do can-aux-do do-advcl-control same-dobj-do to-prep-do ours3.the-compound-cell cell-pobj-to sends-conj-control a-mark-threw it-nsubj-threw threw-advcl-sends littel-amod-cells tiny-amod-cells cells-dobj-threw to-prep-threw the-det-membrane membrane-pobj-to
3,"1-nummod--osmosis .-punct-1     -compound--osmosis -osmosis-nsubj-is is-ROOT-is how-advmod-diffused water-nsubjpass-diffused gets-auxpass-diffused diffused-ccomp-is thru-prep-diffused the-det-membrane membrane-pobj-thru .-punct-is 2-meta-is .-punct-2     -punct-is -active-compound-transport transport-nsubj-is is-ROOT-is where-advmod-opens an-det-enzyme enzyme-nsubj-opens opens-ccomp-is the-det-membrane cell-compound-membrane membrane-dobj-opens for-prep-membrane an-det-object object-pobj-for to-aux-come come-xcomp-opens in-advmod-come ,-punct-opens and-cc-opens extra-amod-energy energy-nsubjpass-needed is-auxpass-needed needed-conj-opens to-aux-assist assist-advcl-needed the-det-object object-dobj-assist into-prep-assist the-det-cell.3 cell.3-pobj-into .-punct-is     -punct-is -passive-compound-transport transport-nsubj-is is-ROOT-is where-advmod-opens an-det-enzyme enzyme-nsubj-opens opens-ccomp-is the-det-cell cell-dobj-opens ,-punct-opens but-cc-is the-det-object object-nsubj-need does-aux-need n't-neg-need need-conj-is the-det-energy extra-amod-energy energy-dobj-need to-aux-come come-advcl-need in-advmod-come .-punct-need"
0,the-det-cytoplasm cytoplasm-ROOT-cytoplasm which-nsubj-caries caries-relcl-cytoplasm it-dobj-caries on-prep-caries the-det-substance substance-pobj-on .-punct-cytoplasm
0,the-det-er er-nsubjpass-used is-auxpass-used used-ROOT-used to-aux-direct direct-xcomp-used things-dobj-direct leaving-advcl-direct the-det-nucleus nucleus-dobj-leaving or-cc-direct help-conj-direct things-nsubj-move move-ccomp-help through-prep-move out-prep-move the-det-cell cell-pobj-out .-punct-used the-det-apperatus golgi-compound-apperatus apperatus-nsubj-directs directs-ROOT-directs vacules-dobj-directs around-prep-vacules the-det-cell cell-pobj-around .-punct-directs
2,"cells-nsubj-use use-ROOT-use diffusion-dobj-use to-aux-move move-xcomp-use substances-dobj-move from-prep-move an-det-area area-pobj-from of-prep-area high-amod-concentration concentration-pobj-of to-prep-concentration an-det-area area-pobj-to of-prep-area low-amod-concentration concentration-pobj-of until-mark-reaches it-nsubj-reaches reaches-advcl-move equilibrium-dobj-reaches .-punct-use  -punct-use cells-nsubj-use also-advmod-use use-ROOT-use osmosis-dobj-use ,-punct-osmosis which-nsubj-is is-relcl-osmosis diffusion-acomp-is but-cc-use with-conj-use water-pobj-with .-punct-use"
0,cells-nsubj-have have-ROOT-have protective-amod-layers layers-dobj-have that-nsubj-prevent could-aux-prevent prevent-relcl-layers harmful-amod-substances substances-dobj-prevent from-prep-prevent entering-pcomp-from throug-dobj-entering the-det-membrane cell-compound-membrane membrane-dobj-entering .-punct-have
1,three-nummod-processes processes-nsubj-are used-acl-processes by-agent-used cells-pobj-by to-aux-control control-xcomp-used the-det-movement movement-dobj-control of-prep-movement substances-pobj-of across-prep-substances the-det-membrane cell-compound-membrane membrane-pobj-across are-ccomp-moving diffusion-attr-are ;-punct-moving paricles-nsubj-moving moving-ROOT-moving from-prep-moving high-pobj-from to-prep-moving low-amod-consentration consentration-pobj-to .-punct-moving osmises-ROOT-osmises ;-punct-osmises
0,"osmosis-ROOT-osmosis ,-punct-osmosis balancing-acl-osmosis water-compound-levels levels-dobj-balancing .-punct-osmosis diffusion-ROOT-diffusion of-prep-diffusion cell-compound-materials.mrna materials.mrna-pobj-of leaving-acl-diffusion the-det-nucleus nucleus-dobj-leaving .-punct-diffusion"
0,the-det-cell cell-nsubj-move can-aux-move move-ROOT-move because-prep-move of-pcomp-because the-det-nucleus nucleus-pobj-because .-punct-move the-det-wall cell-compound-wall wall-nsubjpass-located is-auxpass-located located-ROOT-located behind-prep-located the-det-membrane cell-compound-membrane membrane-pobj-behind so-advmod-thank i-nsubj-thank thank-conj-located this-nsubj-have would-aux-have  -nsubj-have have-ccomp-thank something-dobj-have to-aux-do do-relcl-something with-prep-do it-pobj-with .-punct-thank i-nsubj-thank aslo-advmod-thank thank-ROOT-thank it-nsubj-is is-ccomp-thank the-det-mitochrondia mitochrondia-attr-is .-punct-thank
0,one-nsubj-is is-ROOT-is the-det-reticulum edoplamick-compound-reticulum reticulum-attr-is .-punct-is and-cc-is two-nsubj-is is-conj-is the-det-mimbraint cell-compound-mimbraint mimbraint-attr-is .-punct-is
0,1-meta-apperatus2 .-punct-1 golgi-compound-apperatus2 apperatus2-ROOT-apperatus2 .-punct-apperatus2 lysosomes3-meta-endure .-punct-lysosomes3 endure-ROOT-endure rectal-dobj-endure
0,1-ROOT-1 .-punct-1 the-det-nucleous nucleous-nsubj-tells tells-ROOT-tells the-det-mitocontria mitocontria-dobj-tells to-aux-send send-xcomp-tells a-det-signal signal-dobj-send to-dative-send the-det-cell cell-pobj-to membrane.2-appos-cell .-punct-tells the-det-membrane cell-compound-membrane membrane-nsubj-gets gets-ROOT-gets the-det-message message-dobj-gets and-cc-gets tells-conj-gets the-det-cytoplasm cytoplasm-dobj-tells to-aux-start start-xcomp-tells to-aux-push push-xcomp-start things-dobj-push around.3-advmod-push .-punct-gets after-prep-moved that-pobj-after everything-nsubjpass-moved gets-auxpass-moved moved-ROOT-moved into-prep-moved place-pobj-into .-punct-moved
0,"enzymes-ROOT-enzymes ,-punct-enzymes catalist-conj-enzymes ,-punct-catalist eukaryotes-conj-catalist"
0,the-det-movement movement-nsubj-has of-prep-movement substances-pobj-of has-ROOT-has to-aux-make make-xcomp-has its-poss-way way-dobj-make through-prep-make the-det-membrane cell-compound-membrane membrane-pobj-through .-punct-has the-det-membrane membrane-nsubj-allowes only-advmod-allowes allowes-ROOT-allowes a-quantmod-few few-nummod-people people-nsubj-go to-aux-go go-ccomp-allowes at-prep-go a-det-time time-pobj-at .-punct-allowes
3,"one-nsubj-is of-prep-one the-det-ways ways-pobj-of cells-nsubj-move can-aux-move move-relcl-ways substances-dobj-move across-prep-move the-det-membrane cell-compound-membrane membrane-pobj-across is-ROOT-is by-prep-is diffusion-pobj-by .-punct-is diffusion-nsubj-moves moves-ROOT-moves substances-dobj-moves from-prep-moves an-det-area area-pobj-from of-prep-area high-amod-concentration concentration-pobj-of ,-punct-moves to-prep-moves an-det-area area-pobj-to of-prep-area low-amod-concentration concentration-pobj-of .-punct-moves another-det-way way-nsubj-is cells-nsubj-move move-relcl-way substances-dobj-move across-prep-move the-det-membrane cell-compound-membrane membrane-pobj-across is-ROOT-is by-prep-is osmosis-pobj-by .-punct-is osmosis-compound-moves moves-nsubj-water water-ROOT-water down-prt-water the-det-membrane cell-compound-membrane membrane-dobj-water .-punct-water the-det-way last-amod-way way-nsubj-is cells-nsubj-move move-relcl-way substances-dobj-move across-prep-move the-det-membrane cell-compound-membrane membrane-pobj-across is-ROOT-is by-prep-is the-det-pump sodium-compound-potassium --punct-potassium potassium-compound-pump pump-pobj-by .-punct-is the-det-pump sodium-compound-pump --punct-potassium potassium-compound-pump pump-nsubj-takes takes-ROOT-takes sodium-compound-ions ions-dobj-takes out-prep-takes of-prep-out the-det-membrane membrane-pobj-of and-cc-takes puts-conj-takes potassium-compound-ions ions-dobj-puts into-prep-puts the-det-membrane membrane-pobj-into .-punct-takes"
0,use-nsubj-helps of-prep-use the-det-membrane membrane-pobj-of of-prep-membrane the-det-cell cell-pobj-of helps-ROOT-helps create-xcomp-helps movement-dobj-create .-punct-helps
0,"active-amod-transport transport-ROOT-transport ,-punct-diffusion facilitated-amod-diffusion diffusion-conj-transport ,-punct-diffusion and-cc-diffusion osmosis-conj-diffusion .-punct-transport"
0,"diffusion-ROOT-diffusion ,-punct-diffusion osmosis-conj-diffusion ,-punct-osmosis endocytosis-conj-osmosis"
0,"three-nummod-processes processes-nsubj-are used-acl-processes by-agent-used cells-pobj-by to-aux-control control-xcomp-used movement-dobj-control of-prep-movement substances-pobj-of across-prep-substances the-det-membrane cell-compound-membrane membrane-pobj-across are-ROOT-are ,-punct-are diffusion-conj-are ,-punct-diffusion secretion-conj-diffusion ,-punct-secretion and-cc-secretion absorption-conj-secretion .-punct-are"
0,the-det-cells cells-nsubj-absorb absorb-ROOT-absorb the-det-thing thing-dobj-absorb and-cc-absorb they-nsubj-carry carry-conj-absorb it-dobj-carry to-prep-carry where-advmod-supposed ever-advmod-supposed it-nsubjpass-supposed is-auxpass-supposed supposed-pcomp-to to-aux-go go-xcomp-supposed and-cc-carry they-nsubj-start start-conj-carry that-nsubj-proces proces-ccomp-start again-advmod-proces .-punct-start
0,"one-nsubj-is is-ROOT-is by-prep-is moving-pcomp-by the-det-cell cell-dobj-moving away-advmod-moving from-prep-away harmful-amod-areas areas-pobj-from .-punct-is another-nsubj-moving is-aux-moving moving-ROOT-moving the-det-stuff harmful-amod-stuff stuff-dobj-moving from-prep-moving the-det-cell cell-pobj-from and-cc-moving bringing-conj-moving in-prt-bringing the-det-stuff good-amod-stuff stuff-pobj-in .-punct-moving lastly-advmod-move the-det-cell cell-nsubj-move can-aux-move move-ROOT-move its-poss-self self-dobj-move to-prep-move places-pobj-to where-advmod-get it-nsubj-get can-aux-get get-relcl-places more-amod-food food-dobj-get or-cc-food water-conj-food ,-punct-water etc-conj-water .-punct-move"
