label,text
2,ADP NOUN PART VERB DET NOUN NOUN VERB VERB PART VERB ADV ADJ ADP DET NOUN VERB VERB ADP NOUN VERB CONJ VERB DET NOUN PUNCT NOUN VERB VERB PART VERB ADV ADJ NOUN PART VERB ADP DET NOUN PUNCT ADP NOUN VERB DET NOUN ADP DET NOUN VERB NOUN VERB ADV VERB NOUN ADP DET NOUN PUNCT
0,NOUN VERB VERB PART VERB NOUN VERB DET NOUN ADP DET NOUN PUNCT VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT CONJ NOUN VERB PART VERB DET NOUN ADP NOUN NOUN VERB DET NOUN CONJ VERB NOUN VERB PUNCT
1,NOUN VERB VERB ADV ADJ NOUN PART VERB ADP DET NOUN PUNCT ADP DET NOUN PART VERB ADV ADJ NOUN VERB VERB ADV VERB ADJ NOUN ADV ADV ADP VERB DET ADJ NOUN ADJ ADP DET NOUN ADP ADV NOUN PUNCT
2,ADP NOUN PART VERB DET NOUN NOUN VERB VERB PART VERB PUNCT ADV ADV PART VERB DET NOUN ADP DET NOUN PUNCT NOUN VERB ADV VERB NOUN X VERB NOUN DET NUM NOUN VERB PUNCT ADP ADP VERB ADV VERB ADP DET NOUN PUNCT ADV PART VERB DET NOUN NOUN VERB VERB PART VERB ADV ADJ NOUN VERB VERB ADP DET NOUN PUNCT
1,ADJ NOUN ADJ VERB VERB VERB PART VERB DET NOUN VERB VERB NOUN NOUN VERB VERB ADP DET ADJ NOUN VERB VERB PART VERB X ADV ADJ ADP DET NOUN VERB VERB VERB PUNCT
3,ADP NOUN PART VERB DET NOUN VERB VERB PART VERB DET NOUN ADP NOUN PART VERB ADP DET NOUN PUNCT NOUN ADV VERB PART VERB NOUN ADP NOUN ADP NOUN PART VERB DET NOUN ADP PUNCT ADV PUNCT NOUN VERB PART VERB ADV ADJ CONJ ADV ADV PART VERB DET NOUN ADP VERB NOUN PUNCT
3,ADP VERB DET NOUN NOUN VERB SPACE ADV VERB PART VERB NOUN DET ADP NOUN VERB ADJ NOUN VERB VERB ADV NOUN NOUN VERB VERB PART VERB ADV ADJ NOUN VERB ADP DET NOUN ADP DET NOUN VERB VERB NOUN ADV NOUN PART VERB VERB DET NOUN ADP ADJ NOUN PUNCT
3,VERB NOUN DET ADJ NOUN VERB PUNCT ADV VERB ADV ADJ NOUN NOUN VERB VERB VERB ADP DET NOUN PUNCT NOUN ADV ADV NOUN VERB VERB DET NOUN ADP NOUN PUNCT PUNCT INTJ NUM NOUN PUNCT
2,ADP NOUN PART VERB DET NOUN NOUN PUNCT NOUN VERB VERB DET NOUN ADP ADJ NOUN PUNCT ADV ADP DET PUNCT NOUN VERB VERB PART VERB NOUN NOUN VERB ADP NOUN VERB VERB ADP DET NUM NOUN PUNCT NOUN VERB PUNCT
0,NOUN VERB DET NOUN VERB VERB DET NOUN ADV ADJ ADP ADP ADV PART VERB ADJ CONJ NOUN NOUN PUNCT ADP NOUN PUNCT NOUN VERB VERB PUNCT DET ADP DET NOUN NOUN PUNCT PUNCT CONJ PUNCT NOUN NOUN SPACE ADP NOUN VERB PUNCT DET PUNCT PUNCT
2,NUM ADJ NOUN ADJ VERB PART VERB VERB VERB NOUN NOUN CONJ VERB DET NUM NOUN VERB ADP DET NOUN ADV VERB VERB DET NOUN ADP NOUN VERB PART VERB ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT VERB ADV VERB DET ADJ NOUN ADP DET NOUN VERB VERB PUNCT DET NOUN ADP DET NOUN VERB VERB PART VERB DET NOUN PUNCT
0,ADV VERB VERB ADJ ADP NUM NOUN ADP DET NOUN PUNCT ADV VERB ADV VERB DET ADJ VERB ADP DET NOUN PUNCT ADV PUNCT ADV VERB PART VERB NOUN ADP DET NOUN ADP VERB ADP NOUN ADP NOUN ADV NOUN ADV VERB DET NOUN
0,NOUN VERB VERB ADJ NOUN PUNCT DET NOUN PUNCT ADP NOUN NOUN VERB PART PUNCT NOUN VERB VERB DET DET NOUN ADV PART VERB NOUN PUNCT
3,ADV ADJ NOUN VERB NOUN VERB PUNCT ADP NOUN NOUN PUNCT CONJ ADV PART VERB NOUN PUNCT NOUN VERB ADJ ADP NUM NOUN PUNCT NOUN PUNCT DET NOUN PART ADV PUNCT ADJ CONJ NOUN NOUN PUNCT NOUN NOUN VERB NOUN VERB PUNCT
1,ADP NOUN PART VERB DET NOUN PUNCT NOUN VERB VERB PART VERB NOUN DET ADJ NOUN VERB PUNCT NOUN VERB ADV VERB PART VERB ADV ADJ ADJ NOUN ADV VERB CONJ NOUN DET VERB NOUN ADP DET NOUN VERB PUNCT
0,ADP DET NOUN SPACE NOUN VERB VERB DET NOUN ADP DET NOUN NOUN DET SPACE NOUN ADP DET NOUN ADV VERB PUNCT NOUN VERB VERB NUM NOUN ADV VERB PART DET NOUN CONJ NOUN PART ADP NOUN PUNCT VERB DET NOUN ADJ CONJ VERB DET NOUN NOUN
2,ADP NOUN PART VERB DET NOUN PUNCT NUM ADJ NOUN VERB VERB VERB PUNCT DET ADJ VERB DET NOUN ADP NOUN PART ADV ADP DET NOUN PUNCT DET ADJ VERB PART VERB DET ADJ NOUN ADP DET NOUN PUNCT DET ADJ VERB PART VERB DET NOUN VERB PUNCT
2,ADP NOUN PART VERB DET NOUN PART NOUN VERB VERB PART VERB ADV ADJ NOUN PART VERB ADP DET ADP DET NUM CONJ ADV ADV SPACE NOUN PUNCT ADV ADJ DET NOUN NOUN VERB PART VERB NOUN VERB PART VERB DET NOUN PUNCT
2,DET NOUN VERB PART VERB DET NUM NOUN ADP NOUN NOUN VERB VERB PUNCT PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT PUNCT NOUN VERB PART VERB ADV ADJ NOUN NOUN VERB VERB ADP DET NOUN PUNCT NOUN VERB DET NOUN NOUN PUNCT NOUN VERB ADV VERB DET NOUN ADP ADJ NOUN PUNCT ADV NOUN VERB VERB NOUN ADV VERB ADP NUM CONJ ADP NUM NOUN PART VERB ADP ADV VERB DET NOUN ADP ADV ADP DET NOUN ADP NOUN PUNCT
1,DET NOUN NOUN VERB VERB PART VERB DET NOUN VERB PUNCT DET NUM ADJ NOUN PUNCT DET NUM ADJ NOUN PUNCT DET NOUN ADP NOUN PART VERB DET NOUN VERB PUNCT CONJ DET NOUN PART VERB DET NOUN ADP ADV NOUN VERB VERB NOUN VERB ADP ADJ PUNCT
0,PART VERB DET NOUN NOUN VERB VERB PART VERB DET NOUN ADJ VERB VERB ADP DET ADJ NOUN CONJ VERB NOUN VERB ADP NUM NUM NOUN ADV ADP NUM NUM ADV NOUN CONJ VERB DET NOUN ADP NOUN PUNCT
2,NOUN VERB PART VERB DET ADJ NOUN ADP NOUN VERB ADP DET NOUN PUNCT PART VERB ADJ ADP DET NOUN ADJ NOUN PUNCT NOUN ADV VERB PART VERB DET VERB VERB NOUN ADV DET ADP DET NOUN VERB DET ADJ NOUN CONJ DET NOUN VERB ADV VERB ADJ PUNCT NOUN ADV VERB PART VERB NOUN NOUN CONJ ADV ADJ DET NOUN VERB PUNCT ADP NOUN VERB VERB ADJ ADP DET NOUN ADP DET NOUN VERB DET ADJ NOUN CONJ NOUN PUNCT
3,DET ADJ NOUN ADJ NOUN VERB VERB VERB ADV ADJ NOUN VERB NOUN VERB ADV PUNCT ADV ADP NOUN NUM NOUN VERB VERB DET NOUN ADP DET NOUN PUNCT NOUN VERB PART VERB ADV ADJ DET NOUN VERB VERB PART VERB PUNCT NOUN ADJ VERB VERB DET NOUN VERB VERB NOUN NOUN VERB NOUN VERB DET NOUN ADP PUNCT VERB NOUN NOUN NOUN PUNCT NOUN VERB PART VERB DET PUNCT
3,PART VERB DET NOUN PUNCT DET NOUN VERB VERB ADJ NOUN PUNCT NUM NOUN ADP NOUN ADJ VERB VERB VERB DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT NOUN VERB ADV ADJ PART VERB NOUN NOUN DET NOUN VERB VERB ADP ADP DET NUM NOUN PUNCT ADV PUNCT DET NOUN VERB PART VERB NOUN ADP DET NOUN PUNCT ADP NOUN ADP DET ADJ NOUN VERB VERB VERB PUNCT
1,NOUN VERB VERB DET NOUN ADP NOUN VERB VERB ADP DET ADP DET NOUN PUNCT DET ADP DET NOUN ADV VERB NOUN PART PUNCT VERB NOUN PUNCT CONJ ADV NOUN VERB ADP NOUN VERB ADV VERB ADV ADJ NOUN PART VERB PUNCT
3,DET NOUN VERB ADJ ADV ADJ NOUN ADP ADP ADJ NOUN PUNCT ADV ADP DET NOUN VERB ADV VERB NOUN NOUN VERB PART VERB ADP DET NOUN PUNCT NOUN VERB ADV VERB NOUN ADV ADJ NOUN PART VERB CONJ NOUN NOUN NOUN NOUN VERB VERB DET ADP DET NOUN PART VERB DET NOUN PUNCT
1,NOUN VERB VERB DET NOUN ADP DET NUM NOUN NOUN VERB VERB PART VERB DET NOUN PART VERB NOUN PUNCT VERB PART NOUN VERB PART VERB DET NOUN NOUN PUNCT VERB NOUN CONJ NOUN ADP NOUN PUNCT
0,DET ADJ NOUN NOUN VERB VERB VERB ADV NOUN VERB DET NOUN CONJ ADJ NOUN ADP NOUN VERB VERB VERB PUNCT ADV ADV NOUN VERB VERB DET NOUN ADP DET NOUN PUNCT ADV ADJ ADP DET NOUN VERB NOUN VERB PART VERB PUNCT
0,ADV ADP DET NOUN VERB VERB PART VERB DET NOUN NOUN CONJ VERB NOUN ADP NOUN ADP DET NOUN ADP NOUN VERB ADV ADV VERB ADJ NOUN PUNCT VERB DET NOUN NOUN NOUN VERB PART VERB NOUN PUNCT VERB DET ADJ NOUN ADP DET NOUN PUNCT
0,PART ADV VERB DET NOUN NOUN VERB VERB PART VERB PUNCT ADV NOUN VERB DET NOUN ADP DET NOUN PUNCT ADP ADP DET ADV VERB NOUN VERB PART DET ADJ NOUN PUNCT NOUN VERB PART VERB DET NOUN NOUN PUNCT DET VERB NOUN CONJ DET NOUN ADP NOUN PUNCT
1,ADP VERB DET NOUN PUNCT NOUN NOUN VERB ADV VERB ADV ADJ NOUN NOUN VERB VERB VERB ADP DET NOUN PUNCT DET NOUN ADV VERB ADV VERB DET NOUN NOUN ADP ADJ NOUN VERB DET NOUN PUNCT DET NOUN ADV VERB ADV VERB DET NOUN DET NOUN PUNCT NOUN ADV VERB PART VERB NOUN PUNCT
2,NOUN VERB VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT NOUN VERB VERB DET NOUN ADP NOUN ADP ADJ NOUN PUNCT NOUN VERB VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT NOUN VERB VERB DET ADP DET ADJ NOUN PART VERB DET NOUN PUNCT SPACE NOUN VERB ADV VERB DET NOUN NOUN VERB PUNCT
3,ADJ NOUN ADP NOUN CONJ NOUN NOUN PUNCT ADJ DET NOUN ADP NOUN PART VERB ADP DET NOUN PUNCT PUNCT DET NOUN ADP DET NOUN X NUM NOUN NOUN PUNCT
1,ADJ NOUN NOUN VERB ADP NOUN PART VERB DET NOUN VERB DET NOUN NOUN PUNCT DET NOUN NOUN SPACE VERB VERB DET NOUN ADP DET NOUN CONJ VERB VERB ADP NOUN VERB VERB ADJ NOUN PART ADJ NOUN PUNCT ADV ADP NOUN PART VERB DET NOUN NOUN VERB PART VERB DET NOUN ADP NOUN NOUN VERB VERB ADP DET NOUN PUNCT NOUN ADV VERB VERB PART VERB PUNCT
1,NOUN NOUN VERB VERB VERB DET NOUN ADP ADV ADJ NOUN VERB VERB ADP DET NOUN PUNCT ADP NOUN PUNCT NUM NOUN VERB VERB ADP DET ADJ NOUN ADP NOUN PUNCT ADV DET VERB VERB ADJ VERB NOUN PART PUNCT
2,NOUN VERB VERB PART VERB NOUN NOUN NOUN VERB ADP DET NOUN NOUN ADV VERB PUNCT NOUN PUNCT PUNCT NOUN VERB PART VERB ADV ADJ NOUN NOUN VERB ADP DET NOUN CONJ NOUN VERB VERB PART VERB NOUN NOUN PART VERB DET NOUN ADP DET NOUN ADP PUNCT NOUN VERB VERB PART VERB ADP NOUN VERB VERB NOUN VERB NOUN PUNCT
0,NOUN DET NOUN ADP NOUN VERB VERB VERB DET NOUN ADP ADJ NOUN PUNCT ADV NOUN NOUN VERB VERB PUNCT NOUN NOUN VERB ADP DET NOUN CONJ DET NOUN NOUN VERB VERB DET NOUN CONJ VERB DET NOUN ADP DET NOUN PUNCT
1,ADP NOUN NUM PUNCT NOUN VERB PART VERB DET NOUN ADP DET NOUN PART ADP NOUN NUM ADV ADJ NOUN PUNCT PUNCT ADP NOUN NUM NOUN VERB DET NOUN VERB VERB PART VERB ADP DET NOUN PUNCT
1,DET ADJ NOUN ADP ADJ NOUN VERB VERB PART VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT ADV VERB ADJ DET NOUN VERB DET ADP ADP DET NOUN PUNCT ADV VERB DET NOUN ADP NOUN VERB CONJ VERB ADJ NOUN ADP ADJ VERB NOUN PUNCT
3,ADP NOUN PART VERB DET NOUN PUNCT DET NOUN VERB VERB PART VERB DET ADJ ADJ NOUN PUNCT NOUN VERB VERB PART VERB ADJ NOUN PART VERB CONJ ADV ADJ ADP DET NUM PUNCT DET NOUN VERB VERB PART VERB ADV ADJ NOUN PART VERB ADP DET NOUN PUNCT NOUN VERB ADV VERB PART VERB NOUN NOUN PART VERB DET NOUN ADP PUNCT NOUN VERB ADV VERB PART VERB NOUN NOUN ADP NOUN PUNCT ADV PART VERB PART DET NOUN PUNCT
3,NOUN VERB VERB PART VERB ADV ADJ NOUN VERB VERB ADP DET NOUN PUNCT ADJ NOUN ADP NOUN NOUN VERB VERB CONJ VERB ADP DET NOUN CONJ DET NOUN ADP ADJ NOUN VERB VERB ADP PART VERB ADJ NOUN PUNCT
0,ADJ NOUN ADP NOUN ADJ VERB VERB VERB ADP DET NOUN VERB VERB PUNCT ADP ADP NOUN VERB NOUN VERB VERB PART VERB DET NOUN ADJ ADP DET NOUN PUNCT VERB DET VERB NOUN NOUN ADP DET NOUN PUNCT NUM ADJ NOUN ADJ VERB VERB PART VERB DET NOUN ADP DET NOUN NOUN PUNCT DET NOUN PUNCT CONJ DET NOUN ADP NOUN VERB NOUN PUNCT
1,PART VERB DET NOUN PUNCT NOUN VERB VERB PART VERB ADV ADJ NOUN ADP NOUN VERB VERB ADP DET NOUN PUNCT NOUN VERB ADV VERB PART VERB ADV ADJ ADJ NOUN VERB VERB PART VERB VERB ADP DET NOUN PUNCT ADV PUNCT NOUN VERB VERB PART VERB DET NOUN NOUN ADP DET NOUN VERB DET ADJ PUNCT
1,ADP NOUN PART VERB DET NOUN VERB VERB PART VERB NUM ADJ NOUN ADJ VERB ADV VERB ADP DET NOUN PUNCT NOUN VERB VERB PART VERB DET NOUN ADP NOUN VERB ADP DET ADJ NOUN ADP NOUN DET NOUN VERB ADP DET NOUN CONJ DET NOUN ADP VERB NOUN VERB PART VERB NOUN PART PUNCT
3,DET ADJ NOUN ADJ NOUN VERB VERB VERB DET NOUN ADP NOUN VERB ADP NOUN NOUN VERB DET NOUN ADP PUNCT NOUN VERB ADV VERB DET NOUN ADP NOUN NOUN VERB VERB ADP DET NOUN PUNCT ADV PUNCT NOUN VERB ADV VERB ADP ADJ NOUN PUNCT ADV ADJ SPACE NOUN ADP NOUN NOUN VERB VERB PART PUNCT
2,ADP NOUN PART VERB DET NOUN PUNCT NOUN VERB VERB ADJ PART VERB NOUN DET NUM NOUN VERB PUNCT ADV PART VERB DET NOUN PUNCT ADV ADJ NOUN VERB VERB VERB ADP DET NOUN CONJ ADV ADJ ADJ NOUN VERB NOUN VERB NOUN ADP PUNCT NOUN VERB VERB ADP VERB PUNCT PUNCT VERB DET NOUN DET NOUN NOUN NOUN PUNCT PUNCT ADP DET NUM NOUN PUNCT VERB NOUN PUNCT PUNCT ADV VERB ADV ADJ PUNCT ADP NOUN PUNCT ADV DET NOUN ADP NOUN NUM PUNCT CONJ ADV ADJ ADJ NOUN PUNCT CONJ NOUN VERB VERB ADJ PUNCT
